x,y
112,0.8994083193710156
113,0.9124274446290559
114,0.9234689435562933
115,0.9330794488216696
116,0.941978416508861
117,0.9494485364656695
118,0.9560611024683033
119,0.9615647806989474
120,0.9668741291759282
121,0.9714184803168642
122,0.9753466319579949
123,0.9775024197805801
124,0.977589306422718
125,0.976384430474695
126,0.9734808748812398
127,0.9698382818882916
128,0.9654971264944292
129,0.9609477420195207
130,0.9563142726296682
131,0.9514206001853917
132,0.9460317175283246
133,0.939959804353352
134,0.9334915775429553
135,0.9268840599400563
136,0.919998564075235
137,0.9132030119214407
138,0.9054530652971138
139,0.8975763121241326
140,0.8887365207784689
141,0.880354168794044
142,0.8722207028571379
143,0.862756997036356
144,0.8528920811190271
145,0.8433663678286799
146,0.8338993013607221
147,0.8249518524686447
148,0.817640784596254
149,0.8097788804661609
150,0.7995586842903105
151,0.7902284369063328
152,0.7821696018993185
153,0.7739971921328785
154,0.7633538392206032
155,0.7525385515637648
156,0.7371815696876468
157,0.7321222927978355
158,0.7253873438021619
159,0.71778228665714
160,0.7120227455836101
161,0.7081255806292788
162,0.6998085690175604
163,0.6936731876825263
164,0.11083169292487668
165,0.08888633736568564
166,0.5748607513585926
167,0.6107454565884796
168,0.6360790901948031
169,0.6692943642038091
170,0.6816126856752592
171,0.6902121488898535
172,0.6940918587765156
173,0.693780001513167
174,0.6957902257785519
175,0.6941239966721469
176,0.6924050587517888
177,0.6904679510729058
178,0.6955348274986105
179,0.692789993736986
180,0.6102658725344013
181,0.6054948609498525
182,0.5956224917968828
183,0.5866569104198192
184,0.580858116674253
185,0.534845298261415
186,0.508576525241656
187,0.49649722580966604
188,0.47364169968377107
189,0.452609977522554
190,0.3631142815299739
191,0.3350604245317009
192,0.32159334855060734
193,0.31114672921304504
194,0.2224592787238837
195,0.1860034115888793
196,0.17231364513867034
197,0.15268677507479375
198,0.12823667172232278
199,0.10824627447900971
200,0.09476442749837082
201,0.08776019851045153
202,0.08714353982512196
203,0.0855636908320194
204,0.07492869085058551
205,0.07107198582390141
206,0.07449920053674033
207,0.08470141910498455
208,0.08298714661013556
209,0.08594425826150184
210,0.09622496168033888
211,0.11211421838459074
212,0.13630272581430047
213,0.1469456829340429
214,0.16548054756353117
215,0.18850296884827086
216,0.2182624046927466
217,0.25331614526039403
218,0.29107978704874976
219,0.32961993252142974
220,0.3743438421292325
221,0.4132125309406189
222,0.4521178334524057
223,0.49105889061650787
224,0.5301941761179214
225,0.5718302779964266
226,0.6110510302970932
227,0.6492715743073204
228,0.6840585842263339
229,0.7176792436249883
230,0.7807998832760928
231,0.8348561362535554
232,0.8582878957696655
233,0.8798428945589118
234,0.9164522075592989
235,0.9443382739152403
236,0.9639259757888331
237,0.9771056652358313
238,0.9860808018288401
239,0.9890792921624701
240,0.9916488060303865
241,0.9929623128783529
242,0.9927720626695664
243,0.9907685434327012
244,0.9879322622995631
245,0.9844308373797007
246,0.9800868500942869
247,0.9747105855319911
248,0.9680772916104158
249,0.9603685010455181
250,0.950708509274317
251,0.9391136009366288
252,0.9263013400955018
253,0.9112127480389595
254,0.8934130502791868
255,0.8724231742665429
256,0.8485864477920254
257,0.8213907057966304
258,0.792762247183758
259,0.7596413465075976
260,0.7226358412561764
261,0.6838832937543056
262,0.6439557998890005
263,0.5974910996131798
264,0.550382233324411
265,0.5008477326328077
266,0.4509074493491696
267,0.3995271642329085
268,0.34763829712963873
269,0.2981591966502585
270,0.24838486245934155
271,0.2019715944639405
272,0.1597541255265083
273,0.12166757727556574
274,0.0915064719701731
275,0.06673718484283264
276,0.04937031201131728
277,0.042540200429518345
278,0.0444739423708334
279,0.05537555980544705
280,0.07573935922880046
281,0.10364517408072316
282,0.13724305499311795
283,0.17694707044462704
284,0.22146275863655276
285,0.2701170884161225
286,0.319462282627836
287,0.36806674064745865
288,0.4200420132086907
289,0.4721273343635426
290,0.522727200119714
291,0.5710226855577015
292,0.6169542837440507
293,0.6602776909532082
294,0.7012085013344208
295,0.7389895569121695
296,0.7723580069617829
297,0.8044609657435192
298,0.8328017539145208
299,0.8580718929616815
300,0.8806060927319757
301,0.8996417460327539
302,0.9325073836648717
303,0.9546815344282095
304,0.9714399122956874
305,0.9769818288083847
306,0.9819246750728478
307,0.9860013598768589
308,0.9891762456143782
309,0.9915726048926956
310,0.993584017361833
311,0.9952398577024649
312,0.9963741293431044
313,0.9973318515194036
314,0.9980344008520067
315,0.9985449673471508
316,0.9989597329949903
317,0.9992446897584196
318,0.9993773386627647
319,0.999369663519076
320,0.9987907242290767
321,0.9985431177243621
322,0.998195720106172
323,0.9969908831287263
324,0.9947701693885648
325,0.9931849630291488
326,0.9910277152026147
327,0.988275715047288
328,0.9848743785944752
329,0.979592652191644
330,0.9756615009583722
331,0.9275332258389222
332,0.9127863705192378
333,0.872373682854574
334,0.8504125414774637
335,0.7260240091748082
336,0.6404957421890553
337,0.597897431880283
338,0.5519573736600492
339,0.2880253194653774
340,0.23375600694010196
341,0.13362535053801208
342,0.09519139904102199
343,0.0
344,0.0059216538008288935
345,0.054965875806778385
346,0.13654141275921486
347,0.28752380077003814
348,0.3975256367088418
349,0.5062397683991382
350,0.5997162821649435
351,0.6887235487598908
352,0.7262859072864051
353,0.8269294470206042
354,0.8518548232814785
355,0.9133325352574183
356,0.9412636131037043
357,0.9593136416223488
358,0.9633984379231333
359,0.9570455728790306
360,0.9475920192673999
361,0.9235151219684454
362,0.9110961428917053
363,0.8533009902633668
364,0.8314689212959236
365,0.7443033892449898
366,0.712502592450505
367,0.5973467388843182
368,0.5150425144498889
369,0.42894984404271796
370,0.34301839164959447
371,0.274736446999363
372,0.21929737340395233
373,0.18566064822749592
374,0.18564227677613127
375,0.18556640031225619
376,0.18589303902283147
377,0.18526336527237303
378,0.185830244091527
379,0.18538676050921649
380,0.18549016345919772
381,0.18359442290763975
382,0.18273333065537137
383,0.1854775793976284
384,0.18461034650547986
385,0.18714613129035187
386,0.19184323428643227
387,0.23619614645045006
388,0.24977792951301397
389,0.22589937375052868
390,0.19264532503000914
391,0.18434298219162418
392,0.18493442213095024
393,0.1521518418064758
394,0.1218888083022215
395,0.016015022887226952
396,0.0
397,0.0
398,0.0
399,0.02080778873498032
400,0.04943975209924394
401,0.1538805397161016
402,0.18406385744260134
403,0.18499894548987156
404,0.19260833816692358
405,0.20290038463946072
406,0.21173772546355293
407,0.26473436020802843
408,0.3154004743176429
409,0.369646380177729
410,0.40765254362661985
411,0.43329853601781665
412,0.45456951009056434
413,0.47800880681669106
414,0.4961971148302858
415,0.5283086698419841
416,0.5110235096463355
417,0.4445902534575722
418,0.2747396008677421
419,0.169141898873983
420,0.09158745684935538
421,0.06281799220253198
422,0.014151002063361175
423,0.015236489733174461
424,0.0400377043890128
425,0.09662449252448282
426,0.18122293358725924
427,0.33820533488052257
428,0.4393759539744583
429,0.5399734541552442
430,0.6341465999623169
431,0.714247228944591
432,0.7824245163470379
433,0.8411297834758406
434,0.8870685169695635
435,0.9215216574572295
436,0.9482961643163972
437,0.973253827699981
438,0.9654794288798701
439,0.9473007574429851
440,0.9208460789224299
441,0.8409697082214417
442,0.7818484963417368
443,0.7103671895611753
444,0.48054490517164694
445,0.37910644338584004
446,0.2769520497178982
447,0.10932511463094564
448,0.058588691921477754
449,0.04129544458743187
450,0.11257861147927203
451,0.1899646112656831
452,0.2850059649087952
453,0.5425493531301695
454,0.6354277048751323
455,0.7172381037903717
456,0.728657187896045
457,0.6459585967074529
458,0.5492714973171882
459,0.33639479021409535
460,0.16588809068744667
461,0.07107919995943153
462,0.0
463,0.0
464,0.0
465,0.17447132525846076
466,0.2824553901311641
467,0.4559218630182532
468,0.6019424311003393
469,0.7327928860457353
470,0.8016071319741913
471,0.9001944925713754
472,0.9317023629285006
473,0.9491771897906137
474,0.886937835646111
475,0.837702418597641
476,0.7758984564425722
477,0.6071157525986975
478,0.4990884045142825
479,0.3817434873276738
480,0.11881718956478689
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.03428480053751191
487,0.13899634577230544
488,0.24087617159620095
489,0.38425049302083963
490,0.47340187905871534
491,0.6187339990329556
492,0.6788757139359435
493,0.7308153447346625
494,0.812189450994835
495,0.8435414923133734
496,0.8199110084142042
497,0.7892756908253007
498,0.7570406454970234
499,0.6729319600360731
500,0.6251559926912341
501,0.5681861553877018
502,0.43156782717235936
503,0.355204791907011
504,0.27420886558358215
505,0.18731903905056543
506,0.051517594711784825
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.06990115497209337
517,0.2552227988380653
518,0.4546742975919953
519,0.4576947488070468
520,0.39073177907275436
521,0.2937826607677021
522,0.18535337862543916
523,0.0049308145379754675
524,0.0
525,0.0
526,0.02253096893875178
527,0.10519509400565338
528,0.3201027624407588
529,0.4307863596521302
530,0.5890695799015185
531,0.7761559979131917
532,0.8049928389156562
533,0.805224284987241
534,0.8050150061553972
535,0.8039928856357632
536,0.8043038621657594
537,0.8039757454909049
538,0.8051963554546165
539,0.8039648165994272
540,0.8051475092481024
541,0.804278493599562
542,0.8002043221577438
543,0.7843814204330153
544,0.7555012364102461
545,0.7132529012791667
546,0.6965627636093671
547,0.6867713496982049
548,0.6870478188653311
549,0.6932661085774153
550,0.6872093867820263
551,0.6809504537689048
552,0.6748549480883183
553,0.6745201867616635
554,0.6726372344909338
555,0.6742285865085372
556,0.674470895435673
557,0.6721212702571159
558,0.6721509663865388
559,0.6722033696104652
560,0.6724657922788458
561,0.6725715152287297
562,0.6743217939873642
563,0.6745130920405998
564,0.6721166530853878
565,0.6721615516623184
566,0.6722005612361335
567,0.6724596649913546
568,0.6741952507203504
569,0.6742842124565399
570,0.6738216256996111
571,0.6721826092441509
572,0.6743822751930628
573,0.6744266664061532
574,0.6721138417502699
575,0.6743059045474868
576,0.6744370543569393
577,0.6721840281727735
578,0.6721895163864631
579,0.6726227272982589
580,0.6724625689328042
581,0.6742028650255901
582,0.6742577469583472
583,0.6721499267377372
584,0.6721419771319224
585,0.6427499791934986
586,0.5516462656544797
587,0.40564624564876933
588,0.207454547658495
589,0.09583682001845559
590,0.0006550345526544496
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.025627882493717453
698,0.08246804667378607
699,0.12180040861015352
700,0.1872701779549134
701,0.24431511042695936
702,0.29328777627608427
703,0.4645921615131675
704,0.5500281181767954
705,0.603844981787385
706,0.6845297101490659
707,0.7579506511918008
708,0.8226521389370977
709,0.8754418134309631
710,0.9413968877187902
711,0.9528127427363582
712,0.9061819911589164
713,0.8728863289942365
714,0.799629791109343
715,0.697153699131879
716,0.562857843466557
717,0.39798731561075484
718,0.23355770830539352
719,0.12931550958513494
720,0.0
721,0.0
722,0.06943579847987459
723,0.2213405491141765
724,0.326601257250747
725,0.4930512586548272
726,0.6424292308618464
727,0.7610484069979311
728,0.8241498986092132
729,0.8952886921774076
730,0.8999782893674723
731,0.8599004938522605
732,0.7743299468002858
733,0.656434205333063
734,0.5634275166868069
735,0.34818319998796143
736,0.23652447673057375
737,0.0810794339870115
738,0.0
739,0.0
740,0.030159677970557186
741,0.1654151079899985
742,0.27282055763542157
743,0.43958828578957587
744,0.5955595893974407
745,0.6842490884558398
746,0.79647494329239
747,0.8517099522724875
748,0.762006806779654
749,0.6975687669356874
750,0.5119207360702409
751,0.40067123077819833
752,0.29251747389961563
753,0.0835651422973166
754,0.004414274515036634
755,0.0
756,0.0
757,0.06845896889107274
758,0.16200377985104236
759,0.3838801492454401
760,0.5494374858935744
761,0.6444694023251955
762,0.7974439466452508
763,0.8523492806461019
764,0.8981404910036095
765,0.9331571035474928
766,0.902521470462503
767,0.8319640273678659
768,0.7384174573341998
769,0.6054698208534193
770,0.5084814310668947
771,0.28726949407023894
772,0.17885280876150328
773,0.08126459049091861
774,0.0
775,0.0
776,0.0
777,0.16277716737239586
778,0.33443977119419727
779,0.44212382629028035
780,0.6441987026566377
781,0.727549288223415
782,0.7947689392047754
783,0.8961853262189787
784,0.9290186331410413
785,0.9556779984489291
786,0.916630002758867
787,0.8649501799495379
788,0.8107116133593808
789,0.6657508171117539
790,0.5166559709119778
791,0.41433473403510307
792,0.24730931347829832
793,0.09275323905866834
794,0.01055353696086081
795,0.0
796,0.0
797,0.01881149254178083
798,0.26694182645071496
799,0.3766372463229566
800,0.48626778050335423
801,0.5834702646627097
802,0.6787786914193258
803,0.7545060623208482
804,0.8197881940116456
805,0.8698405184490862
806,0.9096842997698235
807,0.9393042995795906
808,0.9602736538766827
809,0.9746815361533269
810,0.984479907663016
811,0.9911187203608463
812,0.996186346454279
813,0.9970297635383023
814,0.9976335751432217
815,0.9957356128421465
816,0.9924797731481667
817,0.9873334844417657
818,0.9790301727786206
819,0.948632173505567
820,0.9225040987094504
821,0.8841136922593344
822,0.743394125095295
823,0.6670698448182345
824,0.5689313173622962
825,0.358559003471175
826,0.24694057555434407
827,0.13971497998099613
828,0.0
829,0.0
830,0.0
831,0.15464865396550664
832,0.26010513728852735
833,0.37422073940200323
834,0.5861425239847512
835,0.6761107989067827
836,0.7549034197986177
837,0.8696524112017525
838,0.9093185205129972
839,0.9392369499038271
840,0.9212559564515185
841,0.8869328654542523
842,0.8655216599819253
843,0.7079211077564556
844,0.6201862492617538
845,0.522328336992478
846,0.24678261512034372
847,0.046088328902326246
848,0.0
849,0.0
850,0.0
851,0.020513189594968024
852,0.057747561588049875
853,0.20886924353597885
854,0.2579886003814621
855,0.43040927169011506
856,0.4794537327437397
857,0.6322908885686983
858,0.7148753349569722
859,0.7595100007707624
860,0.704596843332354
861,0.6106960374914745
862,0.5201082388470655
863,0.41637032855141354
864,0.30436803786513095
865,0.13586170496008387
866,0.09249032262745487
867,0.0
868,0.0
869,0.0
870,0.01719505726015628
871,0.10206848776308729
872,0.20765825128686058
873,0.42710450476124817
874,0.5335908228639776
875,0.5819182055258467
876,0.7533827846756385
877,0.7875451244649292
878,0.8182149906993887
879,0.8439338733109171
880,0.9332993249564965
881,0.9536663966435163
882,0.9617627707816038
883,0.9856655411379586
884,0.9905322389006801
885,0.9938462546108512
886,0.9959116261108228
887,0.9942774964356574
888,0.993191282217257
889,0.988150718285267
890,0.9862125285724729
891,0.9780033519202245
892,0.9749018534735918
893,0.9625662912807369
894,0.9523714346379691
895,0.9410542484830865
896,0.9276597920758474
897,0.9137671657183798
898,0.8977761102660777
899,0.8812480317946791
900,0.8722809780767306
901,0.8442826532682449
902,0.8242754297748827
903,0.7959129323436934
904,0.7875879605907482
905,0.7597858122286618
906,0.7503976036626907
907,0.7258129603440912
908,0.7187181535538038
909,0.691718034200765
910,0.6781337837416209
911,0.6682870216115059
912,0.6610246675855785
913,0.6592478671686801
914,0.6542329022183454
915,0.653316730647483
916,0.6539098999090516
917,0.6532144438995333
918,0.6532515494392934
919,0.653583441957912
920,0.6531080654303353
921,0.6537900951472749
922,0.653100550755466
923,0.6536845344414663
924,0.6544033104706805
925,0.6533247902080849
926,0.6557027789256649
927,0.6546415391775977
928,0.6547519945860765
929,0.6551827491763479
930,0.6532547674882729
931,0.6532828035997106
932,0.6535735396572792
933,0.6536092423120128
934,0.6532923830745634
935,0.6558431634387044
936,0.6536195757905011
937,0.6536647017218654
938,0.6557002412114634
939,0.6553333843520346
940,0.6533231406094147
941,0.6532695056143905
942,0.653610669473415
943,0.6536606926634086
944,0.6558598915671112
945,0.6557496459721749
946,0.6537500476337016
947,0.6538115266063367
948,0.6557859203799634
949,0.6556761939416792
950,0.6533015395020778
951,0.6532195420467471
952,0.653605931044768
953,0.6537155984859959
954,0.6557433230037198
955,0.655685040616134
956,0.6533429247623455
957,0.6533299091950234
958,0.6555252822057435
959,0.6535740195410364
960,0.6533037360522255
961,0.6533284185256096
962,0.6535661483728304
963,0.653753874635987
964,0.6557844040818686
965,0.6555734595751332
966,0.6533187496843107
967,0.6532902488832426
968,0.6535585318639353
969,0.6536020705561054
970,0.6532691041324289
971,0.6533332865628723
972,0.6536245120895654
973,0.6535979952170591
974,0.6557419690529349
975,0.655529249023035
976,0.6533181414805901
977,0.653293751125334
978,0.6556046415307105
979,0.6557214761522834
980,0.6535923371771352
981,0.6533091201810121
982,0.6556116785843056
983,0.6537328908949517
984,0.6557643530636234
985,0.6554551383779897
986,0.6533220442566986
987,0.6533339829804806
988,0.6536405536979635
989,0.6536850319715853
990,0.655768806052481
991,0.6556508569957368
992,0.6535565349127442
993,0.6531656877272584
994,0.6556070770605783
995,0.6535656316402002
996,0.6555696331481572
997,0.66373064443117
998,0.6665086281533374
999,0.6806218886520535
1000,0.6862446587791616
1001,0.705165365022571
1002,0.7127538754127223
1003,0.735736672365599
1004,0.7448144503937464
1005,0.7705325523691392
1006,0.7894755966712704
1007,0.8072722565693407
1008,0.8274975616505964
1009,0.8557700044012311
1010,0.8649209123264971
1011,0.8912199562230958
1012,0.8989137270756425
1013,0.922180106008445
1014,0.9289505907316721
1015,0.9486598707161672
1016,0.9534484564497042
1017,0.9675928331691377
1018,0.9755174259794086
1019,0.9814876679991912
1020,0.9865516766305954
1021,0.9921158355082348
1022,0.993320054605297
1023,0.9960999826025616
1024,0.9920234853671056
1025,0.9958326434591226
1026,0.9902557590940193
1027,0.9820275430124187
1028,0.9734095729918616
1029,0.9604919209959835
1030,0.9418779928101102
1031,0.9178162985920475
1032,0.8826166305725368
1033,0.8388499348613219
1034,0.7798051257398039
1035,0.6646708291946387
1036,0.5724519265384121
1037,0.4659955667701711
1038,0.4147573135284157
1039,0.2461798948843135
1040,0.1378012209815928
1041,0.006828944701147027
1042,0.0
1043,0.0
1044,0.1008157427726767
1045,0.20605111851486588
1046,0.3150178555741884
1047,0.5332398380356586
1048,0.6302985835929614
1049,0.7149466889143974
1050,0.7067033074981365
1051,0.6223017094322304
1052,0.5054563585101326
1053,0.41702089792739494
1054,0.2437036635483646
1055,0.04890129190851602
1056,0.0
1057,0.0
1058,0.02170683247299938
1059,0.1570288402658327
1060,0.31782597525247874
1061,0.4849456157910923
1062,0.5838358982288014
1063,0.7161453822682476
1064,0.8191607014696703
1065,0.8922817781075063
1066,0.9405419319215479
1067,0.9537592604192687
1068,0.9220901097940434
1069,0.8649539585870989
1070,0.7792191843927136
1071,0.7071480873657816
1072,0.5731558994935528
1073,0.4136716272881185
1074,0.30596690418468553
1075,0.12758957541225768
1076,0.013976024636403586
1077,0.0
1078,0.0
1079,0.10722111689075015
1080,0.3168637686317997
1081,0.4816449868559104
1082,0.6351982538466988
1083,0.716095434307668
1084,0.7544589243055762
1085,0.8461977443415152
1086,0.9109420933318079
1087,0.9393331697752615
1088,0.968246610961604
1089,0.9847966149590215
1090,0.9930431124952789
1091,0.9971203570472397
1092,0.9981608506936982
1093,0.9957083600136983
1094,0.9902511776466015
1095,0.9787066201314296
1096,0.9666460670783081
1097,0.9109744212711451
1098,0.861790691155092
1099,0.8103517009007426
1100,0.7067413549531018
1101,0.5701481389868934
1102,0.4700801871536771
1103,0.30344032624045536
1104,0.13851571643912414
1105,0.04504191124579288
1106,0.0
1107,0.0
1108,0.060838550725393806
1109,0.21105152074658343
1110,0.3170775303225808
1111,0.48658446539191313
1112,0.6366115036628622
1113,0.7569600295258866
1114,0.8197214412956675
1115,0.8913657013774435
1116,0.9400929225161572
1117,0.9559128243551405
1118,0.9088978947394304
1119,0.8702614559417009
1120,0.7857213759231008
1121,0.6750943385786411
1122,0.529086348639915
1123,0.42945057142567983
1124,0.2027808442377207
1125,0.10231854395245903
1126,0.0
1127,0.0
1128,0.0
1129,0.097184322779817
1130,0.24809735861539867
1131,0.4229734624063545
1132,0.5223848754265854
1133,0.6648330128223781
1134,0.7830676932789904
1135,0.8506436375572158
1136,0.9237712824326765
1137,0.9367159223226331
1138,0.8902347220386326
1139,0.8185622244374746
1140,0.7122791692920953
1141,0.6305203234448931
1142,0.48406760106396796
1143,0.3139270611806849
1144,0.2078003096717448
1145,0.019778843437929332
1146,0.0
1147,0.0
1148,0.09631717776399787
1149,0.1969665060470328
1150,0.5580998048643192
1151,0.7082403183530308
1152,0.8138607540953756
1153,0.8524301873211934
1154,0.7871275480942451
1155,0.7166069692458567
1156,0.5850258858928993
1157,0.42877052684328043
1158,0.25569311462294475
1159,0.15391133231953089
1160,0.0
1161,0.0
1162,0.0
1163,0.10403279345075553
1164,0.19361295187392866
1165,0.36000623914505886
1166,0.5228613135064218
1167,0.669741110996906
1168,0.7463102887813617
1169,0.8397582482932336
1170,0.9077511186546604
1171,0.9095242812505262
1172,0.8701749152796996
1173,0.7849016414663237
1174,0.6743365791081013
1175,0.5838060965102249
1176,0.48296761699960883
1177,0.26244867443065867
1178,0.09969238651231464
1179,0.02118907385064111
1180,0.0
1181,0.0
1182,0.02361956325714517
1183,0.09234182012473563
1184,0.17486604634768171
1185,0.3466395243682921
1186,0.4747689408799913
1187,0.5483095348746566
1188,0.6757160122651201
1189,0.727672700459969
1190,0.7724021099980313
1191,0.8423574551676696
1192,0.869270856105504
1193,0.9016653506390829
1194,0.9253059892541449
1195,0.9438130848591122
1196,0.9522325349661701
1197,0.9513057010114009
1198,0.9438576586470867
1199,0.9318791839973583
1200,0.9158125043677955
1201,0.9076735252273817
1202,0.8997104474664289
1203,0.8859585919080619
1204,0.8798100832165952
1205,0.8743643553078313
1206,0.8674338447660473
1207,0.8649617806010095
1208,0.8636118054227345
1209,0.8636789821127409
1210,0.8637928556200651
1211,0.8641375756369614
1212,0.8638031251844409
1213,0.8634946840339981
1214,0.8630039268418128
1215,0.8629668817609085
1216,0.8629673467521171
1217,0.8631322072845923
1218,0.8638703840476064
1219,0.8635311200964602
1220,0.8630399865942423
1221,0.8629664883700133
1222,0.8640006974087119
1223,0.8632818934360389
1224,0.8630444952171208
1225,0.8630732718476928
1226,0.8631378600819493
1227,0.8629693477617211
1228,0.8641314748984834
1229,0.863496960485684
1230,0.8632862210553592
1231,0.8638933540522508
1232,0.862986638050469
1233,0.8640832330462342
1234,0.8629729292014767
1235,0.8630995591183069
1236,0.8630136101703721
1237,0.8637421909322552
1238,0.8630115005294621
1239,0.8638742843208562
1240,0.8633197392608354
1241,0.8639343477580614
1242,0.8638746693026704
1243,0.8633406592358818
1244,0.86352825143404
1245,0.8629757139237416
1246,0.8633650251126584
1247,0.8629773815306336
1248,0.8636088804357356
1249,0.8632918703469025
1250,0.8629821543309422
1251,0.8632897503017082
1252,0.8633207417978048
1253,0.862979113525731
1254,0.8637404615279987
1255,0.8629824852712273
1256,0.8633698415013716
1257,0.8637301250462013
1258,0.8633461158922417
1259,0.8637124006753705
1260,0.8636903000589395
1261,0.8629798428373437
1262,0.863264395834188
1263,0.863280001064936
1264,0.8629823442944802
1265,0.8636249315367991
1266,0.8629838100879781
1267,0.8633333033617385
1268,0.8637149487437035
1269,0.8629902090397088
1270,0.8636713400089748
1271,0.8629901700963943
1272,0.8637606189367231
1273,0.862978295341458
1274,0.8632897833750648
1275,0.8629793192676004
1276,0.8626614818437914
1277,0.8590254899109274
1278,0.8103466456058603
1279,0.7946278872757828
1280,0.7764127015669487
1281,0.7259187727544338
1282,0.6056011875189076
1283,0.5734138085521728
1284,0.499705143520148
1285,0.46490986114797456
1286,0.3351661407603531
1287,0.2779185237266336
1288,0.25306893263578606
1289,0.20877429236692388
1290,0.1296223792453359
1291,0.11756416210897291
1292,0.10768671331180762
1293,0.09660234934050738
1294,0.07567945744368594
1295,0.0748347093065943
1296,0.08012732401920097
1297,0.08312696598270253
1298,0.08152481098442556
1299,0.08656377810870249
1300,0.08263484427807163
1301,0.07887798978873499
1302,0.08524848248642436
1303,0.08835586677821254
1304,0.08197314131739353
1305,0.08027979858125137
1306,0.07948439918243407
1307,0.08184875795123345
1308,0.08457606428332753
1309,0.08354615678643877
1310,0.08761460101766474
1311,0.08231861440886162
1312,0.08151659411310859
1313,0.08044091130843542
1314,0.07970009970522737
1315,0.07958179654990785
1316,0.0794127625960876
1317,0.07913855185510399
1318,0.07886654891901684
1319,0.07897492695168809
1320,0.07921770347054247
1321,0.08142432832648729
1322,0.08274269287969674
1323,0.08764394530810096
1324,0.08531827221083552
1325,0.07968543080662577
1326,0.0789707541969698
1327,0.08094632407885402
